Evaporator Inlet Water Temperature,Evaporator Outlet Water Temperature,Evaporator Flow rate,Condensor Refrigerant Pressure,Condensor Inlet Water Temperature,Condensor Outlet Water Temperature,Condensor Flow Rate,Motor KW
9.9,5.2,309.4,110.3,24.1,27.9,445.9,245.5
10.0,5.2,309.4,111.0,24.3,27.9,448.9,245.8
10.0,5.2,309.4,111.0,24.3,27.9,438.4,246.4
10.0,5.2,309.4,111.0,24.3,28.0,435.7,246.3
10.0,5.2,309.4,110.3,24.3,28.0,445.6,246.7
10.0,5.2,309.4,111.0,24.3,28.0,446.5,247.6
10.0,5.2,309.4,111.0,24.3,27.9,444.8,247.1
10.0,5.2,309.4,111.0,24.3,28.0,446.6,247.1
10.0,5.2,309.4,111.7,24.3,28.0,438.5,245.9
9.9,5.2,309.4,111.0,24.3,28.0,447.2,244.6
9.9,5.2,309.4,110.3,24.2,27.9,446.5,244.5
10.0,5.2,309.4,111.0,24.2,27.9,446.1,244.3
10.0,5.2,309.4,110.3,24.3,27.9,446.3,243.8
10.0,5.2,309.4,111.0,24.3,28.0,444.6,244.4
10.0,5.2,309.4,111.0,24.3,28.0,437.8,243.8
10.0,5.2,309.4,110.3,24.3,28.0,447.4,242.9
10.0,5.2,309.4,110.3,24.2,27.9,447.0,242.5
9.9,5.2,309.4,111.0,24.3,27.9,447.1,242.4
9.9,5.2,309.4,111.0,24.4,27.9,446.9,242.4
10.0,5.2,309.4,111.0,24.4,28.0,438.2,241.9
10.0,5.2,309.4,111.0,24.3,28.0,446.0,241.4
10.0,5.2,309.4,110.3,24.3,27.9,446.8,241.4
9.9,5.2,309.4,110.3,24.3,27.9,445.7,241.4
9.9,5.2,309.4,111.0,24.3,27.9,445.7,241.0
9.9,5.2,309.4,111.0,24.4,28.0,436.6,240.5
9.9,5.2,309.4,110.3,24.3,28.0,447.0,240.1
9.9,5.2,309.4,110.3,24.3,27.9,447.7,240.8
10.0,5.2,309.4,111.0,24.3,27.9,444.6,240.8
10.0,5.2,309.4,111.0,24.4,28.0,446.6,241.7
9.9,5.2,309.4,111.0,24.4,28.1,438.0,242.0
9.9,5.2,309.4,111.0,24.4,28.1,443.8,241.7
9.9,5.2,309.4,110.3,24.3,28.0,445.2,242.3
9.9,5.2,309.4,111.0,24.3,28.0,446.4,242.7
9.9,5.2,309.4,111.0,24.4,28.0,446.7,243.1
9.9,5.2,309.4,111.0,24.4,28.0,447.6,243.6
9.9,5.2,309.4,111.0,24.4,28.0,437.7,243.9
9.9,5.2,309.4,111.0,24.4,28.1,446.9,243.9
9.9,5.2,309.4,111.0,24.4,28.0,447.4,243.4
9.9,5.2,309.4,111.0,24.4,28.0,446.7,243.5
9.9,5.2,309.4,111.0,24.4,28.0,446.0,243.4
9.9,5.2,309.4,111.0,24.4,28.1,435.9,243.4
9.9,5.2,309.4,111.0,24.4,28.1,435.7,242.7
9.9,5.2,309.4,111.0,24.4,28.1,447.8,242.1
9.9,5.1,309.4,111.0,24.4,28.0,444.8,241.9
9.9,5.2,309.4,111.0,24.4,28.1,445.5,241.6
9.9,5.2,309.4,111.0,24.5,28.1,443.5,241.3
9.9,5.2,309.4,111.7,24.5,28.1,437.1,241.5
9.9,5.2,309.4,111.7,24.5,28.1,436.8,241.2
9.9,5.2,309.4,111.0,24.5,28.1,447.2,241.5
9.9,5.2,309.4,111.0,24.5,28.1,445.3,241.7
9.9,5.2,309.4,111.0,24.5,28.1,444.4,242.3
9.9,5.2,309.4,111.7,24.6,28.1,435.8,242.4
9.9,5.2,309.4,111.7,24.6,28.2,435.5,242.0
9.9,5.2,309.4,111.0,24.5,28.2,447.8,242.0
9.9,5.2,309.4,111.0,24.6,28.2,447.7,242.4
9.9,5.2,309.4,111.7,24.6,28.1,445.8,242.3
9.9,5.2,309.4,111.7,24.6,28.2,447.6,242.6
9.9,5.2,309.4,111.7,24.6,28.2,437.3,242.6
9.9,5.2,309.4,111.7,24.6,28.2,436.6,241.9
9.9,5.2,309.4,111.7,24.6,28.2,449.7,242.0
9.9,5.2,309.4,111.7,24.6,28.2,446.7,242.4
9.9,5.2,309.3,111.7,24.6,28.2,444.4,242.4
9.9,5.2,309.4,111.7,24.6,28.2,437.9,242.5
9.9,5.2,309.4,112.4,24.6,28.3,449.4,241.9
9.9,5.2,309.4,111.7,24.6,28.2,445.3,242.0
9.9,5.2,309.4,111.7,24.6,28.2,448.0,242.1
9.9,5.2,309.4,111.7,24.6,28.3,445.6,242.8
9.9,5.2,309.4,112.4,24.7,28.3,443.9,243.1
9.9,5.2,309.3,112.4,24.7,28.3,435.6,242.8
9.9,5.2,309.4,111.7,24.6,28.4,448.7,242.9
9.9,5.2,309.4,111.7,24.7,28.3,446.5,242.9
9.9,5.2,309.4,112.4,24.7,28.3,447.1,242.5
9.9,5.2,309.4,112.4,24.8,28.3,446.2,242.1
9.9,5.2,309.4,112.4,24.8,28.4,436.0,242.0
9.9,5.2,309.4,111.7,24.7,28.4,447.0,241.9
9.9,5.2,309.4,111.7,24.6,28.3,446.8,241.9
9.9,5.2,309.4,111.7,24.6,28.3,444.6,241.7
9.9,5.2,309.4,111.7,24.7,28.3,448.7,242.1
9.9,5.2,309.4,112.4,24.7,28.4,435.4,242.3
9.9,5.3,309.4,112.4,24.7,28.4,448.1,242.0
9.9,5.2,309.4,111.7,24.6,28.3,446.3,242.3
10.0,5.2,309.4,111.7,24.6,28.2,445.5,242.0
10.0,5.3,309.3,111.7,24.6,28.3,447.6,242.3
9.9,5.2,309.4,112.4,24.7,28.3,436.6,242.5
9.9,5.2,309.4,111.7,24.7,28.4,438.5,242.1
9.9,5.2,309.4,111.7,24.6,28.3,446.8,242.3
9.9,5.2,309.4,111.7,24.6,28.2,444.3,242.5
9.9,5.2,309.4,111.7,24.7,28.3,448.5,243.1
9.9,5.2,309.4,111.7,24.6,28.2,445.4,243.6
9.9,5.2,309.4,112.4,24.7,28.4,437.8,242.9
9.9,5.2,309.4,111.7,24.7,28.4,445.7,242.9
9.9,5.2,309.4,111.7,24.6,28.3,447.7,243.2
9.9,5.2,309.4,111.7,24.7,28.2,446.7,242.8
9.9,5.2,309.4,111.7,24.7,28.3,446.9,242.6
9.9,5.2,309.4,111.7,24.6,28.4,438.3,242.0
9.8,5.2,309.4,111.7,24.6,28.3,448.7,242.3
9.8,5.2,309.4,111.7,24.6,28.2,447.1,243.0
9.8,5.2,309.4,111.7,24.6,28.2,445.3,243.3
9.9,5.2,309.4,111.7,24.6,28.3,444.0,244.1
9.9,5.2,309.4,111.7,24.6,28.3,436.1,245.8
10.0,5.2,309.4,111.7,24.6,28.4,446.7,245.3
9.9,5.2,309.4,111.7,24.6,28.2,446.1,245.3
9.9,5.2,309.4,111.7,24.6,28.2,447.1,245.1
9.9,5.2,309.3,111.7,24.6,28.2,447.8,245.2
9.9,5.2,309.4,111.7,24.6,28.2,437.0,244.9
9.9,5.2,309.3,112.4,24.6,28.3,437.6,244.4
9.9,5.2,309.4,111.7,24.6,28.3,445.7,244.3
9.9,5.2,309.4,111.7,24.5,28.2,445.6,244.7
9.9,5.2,309.3,111.7,24.6,28.2,448.2,244.5
9.9,5.2,309.4,111.7,24.6,28.2,448.7,244.5
9.9,5.2,309.4,111.7,24.6,28.3,436.9,244.4
9.9,5.2,309.4,111.7,24.6,28.3,436.6,243.7
9.9,5.2,309.4,111.7,24.5,28.2,445.3,243.4
9.8,5.2,309.4,111.7,24.6,28.2,447.6,243.9
9.9,5.2,309.4,111.7,24.5,28.2,448.1,244.0
9.9,5.2,309.4,111.7,24.6,28.2,436.6,244.4
9.9,5.2,309.4,111.7,24.6,28.3,437.2,243.7
9.9,5.2,309.4,111.7,24.5,28.2,446.9,243.7
9.9,5.2,309.4,111.7,24.6,28.2,444.8,242.9
9.9,5.2,309.4,111.7,24.6,28.2,450.1,243.6
9.9,5.2,309.4,111.7,24.6,28.2,448.1,244.1
9.9,5.2,309.4,111.7,24.6,28.3,437.4,244.3
9.9,5.2,309.4,111.7,24.6,28.3,444.6,244.0
9.9,5.2,309.4,111.0,24.5,28.2,447.9,244.3
9.9,5.2,309.3,111.7,24.6,28.2,447.4,244.6
9.9,5.2,309.4,111.7,24.6,28.2,446.7,244.6
9.9,5.2,309.4,111.7,24.6,28.2,446.2,244.9
9.9,5.2,309.3,111.7,24.6,28.3,436.3,244.5
9.9,5.2,309.4,111.0,24.6,28.2,446.9,244.4
9.9,5.2,309.4,111.7,24.5,28.2,448.4,244.6
9.9,5.2,309.4,111.0,24.5,28.1,447.0,244.7
9.8,5.2,309.4,111.7,24.6,28.2,448.6,244.8
9.9,5.2,309.4,112.4,24.6,28.2,439.9,244.7
9.9,5.2,309.4,112.4,24.7,28.4,434.4,244.5
9.9,5.2,309.4,111.7,24.6,28.2,447.2,244.0
9.9,5.2,309.4,111.7,24.6,28.3,445.8,244.0
9.9,5.2,309.4,111.7,24.6,28.3,446.9,243.7
9.9,5.2,309.4,111.7,24.7,28.3,447.3,243.9
9.9,5.2,309.4,112.4,24.7,28.3,438.5,244.0
9.9,5.2,309.4,111.7,24.6,28.3,447.6,243.5
10.0,5.2,309.4,111.7,24.6,28.3,445.1,243.8
9.9,5.2,309.4,111.7,24.6,28.2,447.2,243.6
9.9,5.2,309.4,112.4,24.7,28.3,446.5,244.0
9.9,5.2,309.4,112.4,24.8,28.3,437.4,244.4
9.9,5.2,309.4,112.4,24.8,28.4,437.2,244.1
9.9,5.2,309.4,111.7,24.8,28.4,447.2,244.3
9.9,5.2,309.4,112.4,24.8,28.4,447.3,244.5
9.9,5.2,309.4,112.4,24.8,28.4,447.2,245.1
9.9,5.2,309.4,112.4,24.8,28.4,440.3,245.5
10.0,5.2,309.4,112.4,24.9,28.5,437.8,245.1
10.0,5.2,309.4,112.4,24.8,28.5,448.1,245.3
9.9,5.2,309.4,112.4,24.8,28.4,445.7,245.2
10.0,5.2,309.4,112.4,24.8,28.5,448.2,245.4
10.0,5.3,309.4,112.4,24.9,28.5,445.9,245.5
9.9,5.2,309.4,113.1,24.9,28.5,437.9,245.4
9.9,5.2,309.4,112.4,24.9,28.5,448.0,245.3
9.9,5.2,309.4,112.4,24.9,28.5,446.3,245.5
10.0,5.2,309.4,112.4,24.9,28.5,447.0,245.9
10.0,5.3,309.4,113.1,24.9,28.5,437.6,246.6
10.0,5.3,309.4,113.1,24.9,28.6,438.9,246.0
10.0,5.3,309.3,112.4,24.9,28.5,447.9,245.9
10.0,5.3,309.4,112.4,24.9,28.5,448.9,245.8
10.0,5.2,309.4,113.1,24.9,28.5,448.4,245.5
10.0,5.3,309.4,113.1,25.0,28.5,438.0,245.3
9.9,5.3,309.4,113.1,24.9,28.6,442.2,245.1
10.0,5.3,309.4,112.4,24.9,28.5,446.7,244.9
10.0,5.3,309.4,112.4,24.9,28.5,446.5,244.9
10.0,5.3,309.3,113.1,24.9,28.5,446.9,244.9
10.0,5.3,309.3,113.1,24.9,28.6,437.3,244.7
10.0,5.3,309.4,113.1,24.9,28.6,447.5,244.5
10.0,5.3,309.4,112.4,24.9,28.6,447.9,244.2
10.0,5.2,309.4,112.4,24.9,28.5,446.6,244.3
10.0,5.3,309.4,113.1,24.9,28.5,447.7,244.7
10.0,5.3,309.4,113.1,24.9,28.6,438.1,244.7
10.0,5.3,309.4,113.1,24.9,28.6,448.0,245.6
10.0,5.3,309.4,113.1,24.9,28.6,447.7,245.8
10.0,5.3,309.4,113.1,24.9,28.6,445.7,246.6
10.0,5.3,309.4,113.1,25.0,28.6,446.9,247.2
10.0,5.3,309.4,113.8,25.0,28.7,436.9,247.5
10.0,5.3,309.4,113.8,25.0,28.7,448.9,250.3
10.0,5.3,309.4,113.8,25.0,28.6,446.2,250.2
10.0,5.3,309.4,113.8,25.0,28.7,447.2,250.1
10.0,5.3,309.4,113.8,25.0,28.7,446.1,251.7
10.1,5.3,309.3,114.5,25.0,28.7,437.2,250.9
10.1,5.3,309.4,113.8,25.0,28.8,438.9,250.6
10.0,5.3,309.4,113.8,25.0,28.7,447.0,250.8
10.0,5.3,309.3,113.8,25.0,28.7,446.8,251.0
10.0,5.2,309.4,113.8,25.1,28.7,445.5,251.4
10.1,5.3,309.4,114.5,25.1,28.8,438.7,251.6
10.0,5.3,309.4,114.5,25.1,28.9,439.7,250.4
10.0,5.3,309.4,113.8,25.1,28.8,447.6,250.0
10.0,5.3,309.4,114.5,25.1,28.8,447.1,250.0
10.0,5.3,309.4,114.5,25.2,28.9,449.1,250.0
10.1,5.3,309.4,114.5,25.2,28.9,447.1,249.8
10.1,5.3,309.4,114.5,25.2,29.0,437.6,249.8
10.1,5.3,309.4,114.5,25.2,29.0,448.7,250.0
10.1,5.3,309.4,114.5,25.1,28.9,446.5,250.6
10.1,5.3,309.4,114.5,25.2,28.9,447.5,250.5
10.0,5.3,309.4,114.5,25.3,28.9,445.6,250.8
10.0,5.3,309.4,115.1,25.3,28.9,436.7,250.6
10.1,5.3,309.4,115.1,25.3,29.0,437.4,250.4
10.1,5.3,309.4,114.5,25.3,29.0,445.9,250.2
10.0,5.3,309.4,114.5,25.3,29.0,447.4,250.4
10.1,5.3,309.4,115.1,25.4,29.0,448.1,250.4
10.1,5.3,309.4,115.1,25.4,29.0,448.4,250.5
10.0,5.3,309.4,115.1,25.4,29.0,435.7,250.2
10.1,5.3,281.6,115.1,25.3,29.1,415.3,250.2
10.1,5.3,278.5,115.1,25.3,29.1,415.3,231.2
10.0,5.3,309.4,117.9,26.0,30.1,353.3,231.2
10.0,5.3,309.4,117.9,26.0,30.1,435.1,175.9
10.0,5.3,309.4,117.9,26.0,30.1,438.2,231.2
10.0,5.3,309.4,117.9,26.0,30.1,422.6,231.2
10.0,5.3,309.4,117.9,26.0,30.1,422.4,147.8
9.8,5.3,309.3,107.6,26.1,27.9,438.2,168.4
9.9,5.3,309.4,110.3,26.3,28.4,412.9,181.4
10.1,5.3,281.8,112.4,26.3,28.9,380.0,198.9
10.3,5.3,282.5,113.8,26.3,29.2,386.2,218.8
10.4,5.3,282.3,115.8,26.3,29.5,396.7,221.4
10.3,5.7,282.9,115.1,26.0,29.6,397.9,220.7
10.3,5.6,280.7,113.8,25.8,29.4,391.1,225.2
10.4,5.6,281.5,114.5,25.6,29.2,386.5,232.6
10.5,5.6,281.7,114.5,25.4,29.2,396.7,238.7
10.8,5.6,281.6,115.1,25.3,29.1,396.2,245.6
10.8,5.7,281.9,115.1,25.3,29.1,397.6,250.5
11.0,5.7,281.2,116.5,25.3,29.2,388.9,251.0
11.1,5.8,282.0,116.5,25.3,29.3,387.8,250.4
11.0,5.7,281.5,115.8,25.3,29.3,396.5,249.1
11.0,5.7,282.2,115.8,25.3,29.2,400.5,249.7
11.0,5.7,281.2,115.8,25.3,29.3,397.4,252.6
11.0,5.7,281.3,117.2,25.4,29.4,387.8,251.1
11.0,5.7,281.6,116.5,25.4,29.5,397.0,251.2
11.0,5.7,281.2,116.5,25.4,29.4,396.8,249.2
11.0,5.7,282.5,116.5,25.4,29.4,398.3,249.5
10.9,5.7,281.4,116.5,25.5,29.5,387.7,249.0
10.8,5.6,281.0,117.2,25.5,29.5,388.1,246.7
10.8,5.6,281.7,116.5,25.5,29.5,396.5,248.3
10.7,5.5,281.6,116.5,25.5,29.5,396.1,247.5
10.7,5.5,281.9,117.2,25.6,29.5,395.9,247.5
10.6,5.4,282.1,117.2,25.6,29.5,386.7,246.2
10.6,5.4,281.0,117.2,25.6,29.6,388.4,245.5
10.5,5.4,281.4,116.5,25.6,29.6,397.2,246.6
10.5,5.3,281.7,116.5,25.6,29.5,396.9,246.1
10.5,5.3,281.5,116.5,25.6,29.5,397.9,246.6
10.4,5.3,280.8,117.2,25.7,29.6,389.5,246.8
10.4,5.3,281.6,117.2,25.7,29.6,387.7,245.5
10.4,5.3,280.8,116.5,25.7,29.6,397.1,245.5
10.4,5.2,281.2,116.5,25.7,29.6,396.7,245.1
10.3,5.2,281.1,117.2,25.8,29.6,390.0,245.6
10.3,5.2,281.0,117.2,25.7,29.7,388.0,243.2
10.3,5.1,281.0,116.5,25.8,29.7,397.1,242.1
10.2,5.1,281.0,116.5,25.8,29.6,396.9,243.6
10.2,5.1,282.6,117.2,25.8,29.6,390.7,243.7
10.1,5.1,282.7,117.2,25.8,29.7,389.0,231.2
10.0,5.3,273.9,117.2,26.0,30.1,415.3,231.2
9.8,5.3,280.9,117.9,25.9,26.2,370.8,231.2
10.0,5.3,282.9,117.9,26.0,26.3,387.0,231.2
10.1,5.3,282.1,99.3,26.0,26.6,387.9,231.2
10.4,5.3,280.4,102.0,25.9,27.1,397.2,231.2
10.4,5.3,280.7,105.5,25.8,27.5,397.9,171.8
10.4,5.3,277.8,109.6,25.8,28.2,396.5,183.8
10.3,5.3,276.9,111.0,25.8,28.5,397.5,193.4
10.3,5.3,277.4,111.7,25.8,28.7,388.8,203.5
10.3,5.3,276.6,112.4,25.7,28.9,397.5,213.2
10.3,5.8,277.1,113.1,25.7,29.0,396.2,223.2
10.5,5.8,277.9,114.5,25.7,29.1,397.7,233.5
10.7,5.7,277.5,115.8,25.7,29.3,397.4,240.7
10.9,5.7,277.9,117.9,25.8,29.5,388.7,252.1
11.2,5.8,277.6,118.6,25.8,29.7,398.1,254.9
10.0,5.3,277.9,118.6,25.7,29.8,395.1,256.3
10.0,5.3,278.0,119.3,25.8,29.9,397.2,256.8
10.0,5.3,277.7,120.0,25.8,30.0,397.0,257.4
10.0,5.3,277.2,120.0,25.9,30.1,389.0,257.2
10.0,5.3,277.5,120.0,25.9,30.1,396.4,257.0
10.0,5.3,278.8,119.3,25.9,30.0,397.0,256.9
10.0,5.3,279.3,120.0,25.9,30.0,398.0,256.4
10.0,5.3,278.0,120.0,26.0,30.1,387.8,256.0
10.0,5.3,277.8,120.0,26.0,30.1,390.4,254.9
11.3,5.3,277.7,119.3,26.0,30.1,395.2,255.6
11.2,5.8,278.2,119.3,25.9,30.1,398.0,256.6
11.0,5.6,277.1,120.0,26.0,30.1,396.5,257.2
11.0,5.6,276.5,120.0,26.0,30.1,387.3,256.5
10.9,5.5,275.9,120.0,26.1,30.2,398.6,255.8
10.8,5.5,276.3,119.3,26.0,30.1,396.1,255.7
10.8,5.4,277.2,119.3,26.0,30.1,396.1,255.6
10.8,5.4,276.8,120.0,26.0,30.1,387.7,255.2
10.8,5.4,277.7,120.0,26.1,30.2,388.2,254.6
10.8,5.4,277.6,119.3,26.1,30.2,397.5,254.4
10.8,5.4,277.4,120.0,26.1,30.1,397.6,254.4
10.8,5.4,276.6,120.0,26.1,30.2,396.2,254.3
10.8,5.4,274.5,120.0,26.1,30.2,388.4,254.3
10.8,5.3,272.6,120.0,26.1,30.3,389.8,253.1
10.7,5.3,274.8,120.0,26.2,30.3,398.5,253.0
10.6,5.3,272.4,120.0,26.1,30.2,397.0,254.2
10.5,5.2,276.5,120.0,26.1,30.2,395.7,255.2
10.5,5.2,270.8,120.0,26.3,30.2,387.6,254.3
10.5,5.2,275.5,120.0,26.3,30.4,386.1,253.7
10.5,5.1,275.4,120.0,26.3,30.2,398.0,253.3
10.4,5.1,275.6,120.0,26.2,30.2,397.8,253.1
10.4,5.1,264.6,120.0,26.3,30.3,396.4,252.3
10.4,5.0,274.0,120.7,26.3,30.4,387.3,250.3
10.4,5.0,272.4,120.0,26.3,30.4,388.4,249.2
10.4,5.0,264.9,119.3,26.3,30.3,396.9,248.5
10.3,5.1,262.8,120.0,26.3,30.3,397.1,247.8
10.3,5.1,259.0,120.0,26.3,30.3,394.3,247.2
10.3,5.0,275.1,120.0,26.4,30.3,389.5,248.1
10.3,5.2,292.8,120.0,26.4,30.4,397.5,253.9
10.4,5.5,308.3,119.3,26.4,30.2,446.6,255.7
10.4,5.5,309.4,120.0,26.5,30.1,443.7,256.6
10.5,5.6,309.3,120.0,26.5,30.1,446.7,256.9
10.5,5.6,309.2,120.0,26.5,30.2,436.5,256.7
10.4,5.6,309.4,120.7,26.5,30.2,436.7,255.7
10.4,5.5,309.4,120.0,26.5,30.2,444.7,254.6
10.3,5.5,309.4,119.3,26.5,30.1,444.5,254.7
10.4,5.5,309.4,119.3,26.4,30.1,445.3,254.8
10.3,5.5,309.4,120.0,26.5,30.1,445.1,254.3
10.3,5.5,309.3,120.0,26.5,30.1,435.5,254.2
10.3,5.5,309.4,120.0,26.5,30.2,443.7,256.7
10.3,5.4,309.4,120.0,26.5,30.2,444.4,256.7
10.3,5.4,309.3,120.0,26.5,30.2,446.4,256.1
10.3,5.4,309.4,120.0,26.5,30.2,445.7,256.6
10.3,5.4,309.4,120.0,26.4,30.1,446.4,256.8
10.3,5.5,309.4,120.0,26.5,30.1,435.7,257.0
10.4,5.5,309.4,120.0,26.4,30.2,435.8,257.4
10.4,5.5,309.3,120.0,26.4,30.1,446.0,258.3
10.5,5.6,309.4,120.0,26.4,30.1,445.6,258.6
10.4,5.6,309.3,120.0,26.5,30.2,444.6,258.8
10.4,5.5,309.4,120.0,26.5,30.2,445.5,259.0
10.4,5.6,309.4,120.0,26.4,30.2,436.1,258.6
10.4,5.5,309.4,120.0,26.4,30.2,443.0,258.1
10.4,5.5,309.4,120.0,26.4,30.2,444.4,258.0
10.4,5.6,309.3,120.0,26.4,30.1,445.4,256.5
10.4,5.6,309.4,120.0,26.5,30.1,446.1,255.9
10.5,5.6,309.4,120.0,26.5,30.1,435.4,255.8
10.5,5.6,309.4,120.0,26.4,30.2,436.1,255.4
10.5,5.6,309.4,119.3,26.4,30.1,446.4,255.3
10.5,5.6,309.4,119.3,26.4,30.1,445.8,256.1
10.5,5.7,309.4,120.0,26.4,30.1,446.4,256.6
10.5,5.6,309.4,120.0,26.4,30.1,444.2,257.2
10.5,5.6,309.4,120.0,26.4,30.1,436.2,257.9
10.5,5.6,309.4,120.0,26.4,30.2,435.3,258.5
10.5,5.6,309.4,119.3,26.4,30.1,446.2,258.8
10.5,5.6,309.4,119.3,26.4,30.1,446.7,259.1
10.5,5.7,309.4,119.3,26.4,30.1,445.0,259.0
10.5,5.7,309.4,120.0,26.4,30.1,446.4,258.6
10.5,5.6,309.4,120.0,26.4,30.1,438.1,258.4
10.5,5.7,309.4,120.0,26.4,30.1,436.2,257.4
10.5,5.6,309.4,119.3,26.4,30.1,444.8,257.3
10.5,5.7,309.4,119.3,26.4,30.1,446.7,256.0
10.5,5.7,309.4,119.3,26.3,30.0,446.0,256.1
10.5,5.7,309.4,119.3,26.4,30.0,446.5,255.6
10.5,5.7,309.4,120.0,26.4,30.1,437.4,255.1
10.5,5.7,309.4,120.0,26.4,30.1,445.5,254.3
10.6,5.7,309.4,119.3,26.4,30.1,445.8,254.8
10.6,5.7,309.4,119.3,26.3,30.0,445.4,255.6
10.5,5.7,309.4,119.3,26.4,30.0,444.7,256.0
10.6,5.7,309.3,120.0,26.4,30.1,436.3,256.2
10.5,5.7,309.4,120.0,26.4,30.1,436.0,255.5
10.6,5.7,309.4,119.3,26.3,30.1,443.5,255.8
10.6,5.7,309.3,119.3,26.4,30.1,446.2,256.0
10.6,5.7,309.3,119.3,26.3,30.0,446.2,255.8
10.6,5.7,309.4,119.3,26.4,30.0,446.9,255.6
10.5,5.7,309.4,120.0,26.4,30.1,436.4,255.4
10.5,5.7,309.4,119.3,26.3,30.1,444.2,254.2
10.6,5.7,309.4,118.6,26.3,30.0,443.7,254.0
10.6,5.7,309.4,119.3,26.3,30.0,447.2,254.2
10.6,5.7,309.4,119.3,26.4,30.0,446.0,253.7
10.6,5.7,309.4,119.3,26.4,30.0,437.4,254.5
10.5,5.7,309.4,119.3,26.4,30.1,436.7,254.8
10.6,5.8,309.4,119.3,26.3,30.1,443.1,254.9
10.5,5.7,309.4,119.3,26.3,30.0,446.9,255.4
10.6,5.7,309.4,119.3,26.3,30.0,445.7,256.0
10.6,5.7,309.4,119.3,26.3,30.0,445.9,256.6
10.6,5.7,309.4,119.3,26.3,30.0,435.3,255.6
10.6,5.7,309.4,119.3,26.3,30.1,434.9,255.2
10.6,5.7,309.4,119.3,26.3,30.0,445.1,255.3
10.6,5.8,309.4,119.3,26.3,30.0,446.1,256.1
10.7,5.8,309.3,119.3,26.3,30.0,445.9,255.7
10.7,5.8,309.4,119.3,26.3,30.0,445.6,255.3
10.7,5.8,309.4,120.0,26.3,30.0,435.7,254.2
10.6,5.7,309.4,119.3,26.3,30.1,446.9,254.9
10.6,5.7,309.4,119.3,26.3,30.0,444.8,254.6
10.7,5.8,309.4,119.3,26.3,30.0,445.9,254.8
10.7,5.7,309.4,119.3,26.3,30.0,445.4,255.1
10.7,5.8,309.4,119.3,26.3,30.0,437.4,255.2
10.6,5.7,309.4,119.3,26.3,30.0,435.4,255.6
10.6,5.7,309.4,118.6,26.2,30.0,444.6,255.9
10.6,5.7,309.4,118.6,26.2,30.0,444.7,255.8
10.6,5.7,309.4,118.6,26.3,30.0,445.6,255.8
10.7,5.8,309.4,119.3,26.2,29.9,444.8,256.1
10.7,5.8,309.4,119.3,26.3,30.0,437.4,255.5
10.7,5.7,309.4,119.3,26.3,30.0,435.6,254.8
10.6,5.7,309.4,118.6,26.2,30.0,445.4,254.4
10.6,5.7,309.4,118.6,26.2,29.9,446.7,255.1
10.7,5.8,309.4,118.6,26.2,30.0,444.5,254.6
10.6,5.7,309.4,118.6,26.2,29.9,445.2,255.6
10.6,5.8,309.4,119.3,26.2,30.0,438.5,255.8
10.7,5.8,309.4,119.3,26.3,30.0,446.4,256.1
10.6,5.8,309.4,118.6,26.1,29.9,445.3,256.9
10.6,5.7,309.4,118.6,26.2,30.0,447.9,256.5
10.6,5.7,309.4,118.6,26.2,30.0,443.9,256.8
10.6,5.8,309.4,118.6,26.3,29.9,441.2,256.8
10.6,5.7,309.4,119.3,26.3,30.0,437.0,256.5
10.6,5.7,309.4,118.6,26.2,30.0,447.8,256.7
10.6,5.8,309.4,118.6,26.2,29.9,445.8,257.3
10.6,5.7,309.4,118.6,26.2,29.9,442.8,256.9
10.6,5.7,309.4,119.3,26.3,30.0,446.5,257.0
10.7,5.8,309.4,119.3,26.3,30.0,438.5,256.0
10.6,5.7,309.3,118.6,26.2,30.0,446.2,255.8
10.6,5.7,309.4,118.6,26.1,29.9,446.6,255.3
10.6,5.7,309.4,118.6,26.3,29.9,444.8,255.2
10.6,5.7,309.3,118.6,26.1,29.9,446.2,255.8
10.6,5.7,309.4,119.3,26.2,29.9,437.6,255.4
10.6,5.7,309.4,119.3,26.2,30.0,436.5,255.0
10.7,5.8,309.4,118.6,26.2,29.9,442.1,255.4
10.6,5.8,309.4,118.6,26.1,29.9,444.8,256.5
10.7,5.7,309.4,118.6,26.1,29.9,446.4,256.3
10.6,5.7,309.4,118.6,26.2,29.9,446.3,256.6
10.7,5.8,309.4,119.3,26.2,30.0,436.4,256.5
10.7,5.7,309.4,118.6,26.1,30.0,445.4,256.3
10.7,5.7,309.4,118.6,26.2,29.9,445.9,256.6
10.6,5.7,309.4,118.6,26.2,29.9,447.0,256.6
10.6,5.7,309.4,118.6,26.1,29.9,445.4,256.7
10.6,5.7,309.4,118.6,26.3,29.9,435.6,257.2
10.7,5.8,309.4,119.3,26.2,30.0,435.6,256.3
10.7,5.8,309.4,118.6,26.2,30.0,445.1,256.2
10.7,5.7,309.4,118.6,26.2,30.0,445.4,255.9
10.6,5.7,309.4,119.3,26.3,29.9,447.7,257.3
10.7,5.7,309.4,119.3,26.2,29.9,447.4,258.4
10.7,5.7,309.4,119.3,26.2,30.0,436.0,258.4
10.7,5.7,309.4,119.3,26.2,30.0,447.6,258.5
10.6,5.7,309.4,119.3,26.2,30.0,446.8,258.6
10.7,5.7,309.4,119.3,26.1,29.9,445.4,258.6
10.7,5.7,309.4,119.3,26.2,30.0,446.5,258.6
10.7,5.7,309.4,119.3,26.2,30.0,448.4,259.2
